BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
15-187066,False,False,False,False,True,False,
15-187071,False,False,False,False,True,False,
15-193975,False,False,False,False,False,False,
15-187079,False,False,False,False,True,False,
15-187080,False,False,False,False,True,False,
15-187086,False,False,True,False,False,False,
15-187087,False,False,True,False,False,False,
15-187089,False,False,False,False,False,False,
15-187090,False,False,False,False,False,False,
15-187091,False,False,False,False,False,False,
15-187094,False,False,False,False,False,False,
15-187103,False,False,False,False,True,False,
15-187104,False,False,False,False,True,False,
15-187109,False,False,False,False,True,False,
15-187110,True,False,False,False,False,False,
15-187112,False,False,False,False,True,False,
15-187117,False,False,True,False,False,False,
15-187122,False,False,False,False,False,False,
15-187127,False,False,True,False,False,False,
15-187129,False,False,True,False,False,False,
15-187132,False,False,True,False,False,False,
15-187134,True,False,False,False,False,False,
15-187140,False,False,False,False,False,False,autre
15-187143,False,False,False,False,False,False,
15-187145,False,False,False,False,False,False,
15-187148,False,False,True,False,False,False,
15-187153,False,False,True,False,False,False,
15-187157,False,False,True,False,False,False,
15-187159,False,True,False,False,False,False,
15-187169,False,False,True,False,False,False,
15-187170,False,False,True,False,False,False,
15-187171,False,False,False,False,True,False,
15-187173,False,False,True,False,False,False,
15-187175,False,False,True,False,False,False,
15-187180,False,False,False,False,True,False,
15-187184,False,False,True,False,False,False,
15-187187,False,False,False,False,True,False,
15-187188,False,False,False,False,True,False,
15-187190,True,False,False,False,False,False,
15-187196,False,False,True,False,False,False,
15-187200,False,False,False,False,False,False,
15-187209,False,False,True,False,False,False,
15-187215,False,False,False,False,True,False,
15-187216,False,False,True,False,False,False,
15-187227,False,False,True,False,False,False,
15-187229,False,False,False,False,True,False,
15-187230,False,False,False,False,False,False,Assemblée parlementaire
15-187233,False,False,True,False,False,False,
15-187235,False,False,False,False,True,False,
15-187239,False,False,True,False,False,False,
15-187241,False,False,False,False,True,False,
15-187243,False,False,False,False,True,False,
15-187245,False,False,False,False,True,False,
15-187253,False,False,False,False,False,False,
15-187254,False,False,False,False,False,False,EPSIC
15-187255,False,False,False,False,False,False,autre
15-187260,False,False,False,False,True,False,
15-187265,False,False,True,False,False,False,
15-187267,False,False,False,False,True,False,
15-187268,False,False,False,False,False,False,SA HLM
15-187269,False,False,False,False,False,False,
15-187271,False,False,False,False,True,False,
15-187275,True,False,False,False,False,False,
15-187276,True,False,False,False,False,False,
15-187293,False,False,True,False,False,False,
15-187300,True,False,False,False,False,False,
15-187305,False,False,False,False,True,False,
15-187308,False,False,False,False,False,False,
15-187313,False,False,True,False,False,False,
15-187318,False,False,True,False,False,False,
15-187319,True,False,False,False,False,False,
15-187323,False,False,False,False,True,False,
15-187325,False,False,False,False,False,False,
15-187326,False,False,True,False,False,False,
15-187328,False,False,False,False,True,False,
15-187336,False,False,False,False,True,False,
15-187337,False,False,False,False,True,False,
15-187341,False,False,False,False,False,False,Collectivité territoriale
15-187343,False,False,False,False,True,False,
15-187345,False,False,False,False,True,False,
15-187346,False,False,True,False,False,False,
15-187347,False,False,True,False,False,False,
