BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
15-140437,False,False,True,False,False,False,
15-140438,False,False,True,False,False,False,
15-140439,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale (EPCI)
15-140441,False,False,True,False,False,False,
15-140444,False,False,True,False,False,False,
15-140446,False,False,True,False,False,False,
15-140447,False,False,False,False,True,False,
15-140448,False,False,False,True,False,False,
15-140450,False,False,True,False,False,False,
15-140454,False,False,False,False,False,False,etablissement de santé
15-140456,False,False,True,False,False,False,
15-140457,False,False,True,False,False,False,
15-140458,False,False,False,False,False,False,autre
15-140459,False,False,False,False,False,False,
15-140461,False,False,True,False,False,False,
15-140463,False,False,True,False,False,False,
15-140472,False,False,False,False,False,False,Etablissement public local
15-140482,False,False,True,False,False,False,
15-140485,True,False,False,False,False,False,
15-140486,False,False,False,False,False,False,
15-140489,True,False,False,False,False,False,
15-140495,False,False,False,False,True,False,
15-140499,False,False,False,False,True,False,
15-140511,False,False,True,False,False,False,
15-140515,False,False,True,False,False,False,
15-140516,False,False,False,False,False,False,
15-140525,False,False,True,False,False,False,
15-140527,False,False,False,False,True,False,
15-140529,False,False,False,False,False,False,Etablissement public territorial
15-156856,False,False,False,False,True,False,
15-140535,False,False,True,False,False,False,
15-140536,False,False,False,False,False,False,
15-140537,False,False,False,False,True,False,
15-140538,False,False,False,True,False,False,
15-140544,False,False,False,False,True,False,
15-140546,False,False,True,False,False,False,
15-140550,False,False,True,False,False,False,
15-140551,False,False,False,False,False,False,
15-140554,False,False,True,False,False,False,
15-140558,False,False,True,False,False,False,
15-140559,False,False,False,False,True,False,
15-140564,False,False,True,False,False,False,
15-140566,False,False,True,False,False,False,
15-140567,False,False,True,False,False,False,
15-140568,False,False,False,False,False,False,
15-140573,False,False,False,False,False,False,
15-140574,False,False,False,False,True,False,
15-140581,False,False,True,False,False,False,
15-140582,False,False,False,False,True,False,
15-140583,True,False,False,False,False,False,
15-155430,False,False,False,False,False,False,
15-140586,False,False,True,False,False,False,
15-140587,False,False,True,False,False,False,
15-140590,False,False,True,False,False,False,
15-140592,False,False,False,False,True,False,
15-156467,False,False,True,False,False,False,
15-140601,False,False,True,False,False,False,
15-140604,False,False,False,False,True,False,
15-140620,False,False,False,False,True,False,
15-140621,False,False,True,False,False,False,
15-174009,False,False,False,False,True,False,
15-140627,False,False,False,False,True,False,
15-140629,False,False,True,False,False,False,
15-140632,False,False,False,False,False,False,
15-140636,False,False,True,False,False,False,
15-140638,False,False,False,False,True,False,
19-131639,True,False,False,False,False,False,
15-140643,False,False,False,False,False,False,
15-140653,False,False,False,False,True,False,
15-140655,False,False,False,False,True,False,
15-140658,False,False,True,False,False,False,
15-140659,False,False,False,False,False,False,
15-140662,False,False,True,False,False,False,
15-140664,False,False,True,False,False,False,
15-140668,False,False,True,False,False,False,
15-140669,False,False,True,False,False,False,
15-140670,False,False,False,False,False,False,
15-140671,True,False,False,False,False,False,
15-140674,False,False,True,False,False,False,
15-140676,True,False,False,False,False,False,
15-140679,False,False,True,False,False,False,
15-140681,False,False,False,False,False,False,
15-140683,False,False,False,False,True,False,
15-140684,False,False,False,False,False,False,
15-140693,True,False,False,False,False,False,
15-140704,False,False,False,False,False,False,EPCI
15-140706,False,False,True,False,False,False,
15-140715,False,False,True,False,False,False,
15-140719,False,False,False,False,False,False,ESPIC
15-140723,False,False,True,False,False,False,
15-140724,False,False,False,True,False,False,
15-140725,False,False,True,False,False,False,
15-140729,False,False,False,False,False,False,
15-140736,False,False,True,False,False,False,
15-140737,False,False,False,False,False,False,
15-140742,True,False,False,False,False,False,
15-140751,True,False,False,False,False,False,
15-140755,False,False,True,False,False,False,
15-140759,True,False,False,False,False,False,
15-140762,False,False,False,False,True,False,
15-140763,False,False,False,False,False,False,
15-140766,False,False,False,False,True,False,
15-140771,False,False,False,False,False,False,
15-140772,False,False,False,False,True,False,
15-140775,False,False,True,False,False,False,
15-140776,False,False,True,False,False,False,
15-140789,False,False,True,False,False,False,
15-140794,False,False,True,False,False,False,
15-140799,False,False,False,False,False,False,
15-140807,False,False,True,False,False,False,
15-140808,False,False,False,False,False,False,
15-174327,False,False,True,False,False,False,
15-140819,False,False,False,False,True,False,
15-140824,False,False,False,False,False,False,
15-140825,False,True,False,False,False,False,
15-155596,False,False,False,False,True,False,
15-140828,False,False,True,False,False,False,
15-140829,False,False,False,False,False,False,S.A. HLM
15-140833,False,False,False,False,True,False,
15-174017,False,False,False,False,True,False,
15-140848,False,False,True,False,False,False,
15-140855,False,False,True,False,False,False,
15-175465,False,False,False,False,True,False,
15-140858,False,False,False,False,True,False,
15-140863,False,False,False,False,False,False,
15-140865,False,False,False,False,False,False,Collectivité territoriale - EPCI
15-140868,False,False,False,False,True,False,
15-140871,False,False,False,False,True,False,
15-140875,False,False,True,False,False,False,
15-140876,False,False,True,False,False,False,
15-140877,True,False,False,False,False,False,
15-140881,False,False,False,False,False,False,
15-140882,True,False,False,False,False,False,
15-173746,False,False,True,False,False,False,
15-140893,True,False,False,False,False,False,
15-140894,False,False,True,False,False,False,
15-140898,False,False,False,False,True,False,
15-140904,False,False,False,False,True,False,
19-131469,False,False,True,False,False,False,
15-140906,False,False,True,False,False,False,
15-140908,True,False,False,False,False,False,
15-140912,False,False,False,False,True,False,
15-140915,False,False,True,False,False,False,
15-140916,False,False,True,False,False,False,
15-140918,False,False,False,False,False,False,
15-140921,False,False,False,False,True,False,
15-140922,False,False,False,False,False,False,Etablissement public de coopération intercommunale
15-140928,True,False,False,False,False,False,
15-140948,False,False,False,False,True,False,
15-140949,False,False,False,False,False,False,
15-140953,True,False,False,False,False,False,
15-140955,False,False,True,False,False,False,
15-140956,False,False,False,False,False,False,EPLE
15-174406,False,False,False,False,True,False,
15-140960,False,False,False,False,True,False,
15-140961,False,False,False,False,False,False,
15-140964,False,False,False,False,True,False,
15-140967,False,False,False,False,False,False,
15-140968,True,False,False,False,False,False,
15-140970,False,False,False,False,True,False,
15-140971,False,False,False,False,False,False,
15-140972,False,False,True,False,False,False,
