BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
10-88794,False,False,False,False,False,False,Métropole
14-153280,False,True,False,False,False,False,
14-156088,False,False,False,False,False,False,Etablissement public territorial - Etablissement Public de Coopération Intercommunale.
14-158201,False,False,True,False,False,False,
14-163485,False,False,True,False,False,False,
14-174274,False,False,False,False,False,False,
14-178078,False,False,True,False,False,False,
14-180786,False,False,False,False,True,False,
14-182397,True,False,False,False,False,False,
14-183083,False,False,False,False,True,False,
14-183215,False,False,True,False,False,False,
14-33367,False,False,False,False,False,False,hopital public
14-36669,True,False,False,False,False,False,
14-55755,False,False,True,False,False,False,
14-9761,False,False,True,False,False,False,
15-100046,False,False,False,False,True,False,
15-100053,True,False,False,False,False,False,
15-100071,False,False,True,False,False,False,
15-100082,False,False,False,False,False,False,
15-100097,False,False,True,False,False,False,
15-100103,False,False,True,False,False,False,
15-100127,False,False,False,False,False,False,
15-100146,False,False,False,False,True,False,
15-100188,False,False,False,False,True,False,
15-100192,False,False,False,False,True,False,
15-100196,False,False,False,False,True,False,
15-100211,False,False,False,False,True,False,
15-100228,False,False,False,False,False,False,
15-100246,False,False,False,True,False,False,
15-100252,False,False,True,False,False,False,
15-100273,False,False,False,False,True,False,
15-100276,False,False,False,False,False,False,
15-100281,False,False,True,False,False,False,
15-100283,True,False,False,False,False,False,
15-100288,False,False,True,False,False,False,
15-100291,False,False,False,False,True,False,
15-100317,False,False,False,False,False,False,
15-100327,False,False,False,False,False,False,
15-100331,False,False,True,False,False,False,
15-100338,False,False,True,False,False,False,
15-100363,False,False,False,False,True,False,
15-100364,False,False,False,False,False,False,
15-100366,False,False,False,False,False,False,autre
15-100370,False,False,False,False,True,False,
15-100371,False,False,True,False,False,False,
15-100373,False,False,True,False,False,False,
15-100393,False,False,True,False,False,False,
15-100411,False,False,False,False,False,False,autre
15-100414,False,False,True,False,False,False,
15-100442,False,False,False,False,False,False,
15-100457,False,False,True,False,False,False,
15-100464,False,False,False,False,False,False,
15-100524,False,False,True,False,False,False,
15-100530,False,False,True,False,False,False,
15-100547,False,False,False,False,False,False,
15-100565,False,False,True,False,False,False,
15-100577,False,False,True,False,False,False,
15-100587,False,False,False,False,False,False,
15-100593,False,False,True,False,False,False,
15-100608,False,False,True,False,False,False,
15-100634,False,False,False,False,True,False,
15-100660,False,False,True,False,False,False,
