BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
15-57110,True,False,False,False,False,False,
15-57113,True,False,False,False,False,False,
15-57119,False,False,True,False,False,False,
15-57129,False,False,False,False,False,False,
15-57133,False,False,False,False,False,False,Organisme de protection sociale
15-57135,True,False,False,False,False,False,
15-57137,False,False,False,False,False,False,
15-57139,False,False,True,False,False,False,
15-57149,False,False,False,False,True,False,
15-57153,False,False,True,False,False,False,
15-57159,False,False,True,False,False,False,
15-57163,False,False,False,False,False,False,SIVOM
15-57164,False,False,False,False,True,False,
15-80630,True,False,False,False,False,False,
15-57170,False,False,True,False,False,False,
15-57172,False,False,True,False,False,False,
15-57173,False,False,False,False,True,False,
15-57176,False,False,True,False,False,False,
15-57177,False,False,False,False,False,False,medico-social
15-57178,False,False,True,False,False,False,
15-57182,False,False,True,False,False,False,
15-57183,False,False,True,False,False,False,
15-57187,False,False,False,False,False,False,
15-57191,False,False,True,False,False,False,
15-57192,False,False,True,False,False,False,
15-57197,False,False,True,False,False,False,
15-57200,False,False,False,False,True,False,
15-57202,False,False,False,False,True,False,
15-57204,False,False,False,False,True,False,
15-57206,False,False,True,False,False,False,
15-57207,False,False,False,False,True,False,
15-57208,False,False,False,False,True,False,
15-57218,False,False,False,False,True,False,
15-57220,False,False,True,False,False,False,
15-57221,False,False,True,False,False,False,
15-57227,False,False,True,False,False,False,
15-57230,False,False,False,False,True,False,
15-57231,False,False,True,False,False,False,
15-57237,False,False,False,False,False,False,
15-57243,False,False,True,False,False,False,
15-57245,False,False,False,False,True,False,
15-57247,False,False,True,False,False,False,
15-57248,False,False,True,False,False,False,
15-57254,False,False,False,False,False,False,
15-57255,True,False,False,False,False,False,
15-57256,False,False,False,False,True,False,
15-57262,False,False,True,False,False,False,
15-57266,True,False,False,False,False,False,
15-57267,False,False,False,False,False,False,
15-57268,False,False,True,False,False,False,
15-57274,True,False,False,False,False,False,
15-57277,True,False,False,False,False,False,
15-57280,False,False,True,False,False,False,
15-57284,False,False,True,False,False,False,
15-57285,False,False,False,False,True,False,
15-57287,False,False,False,False,True,False,
15-57288,True,False,False,False,False,False,
15-57291,False,False,False,False,True,False,
15-57294,True,False,False,False,False,False,
15-77070,False,False,False,False,True,False,
15-57300,False,False,True,False,False,False,
15-57301,False,False,False,False,True,False,
15-57304,False,False,True,False,False,False,
15-57312,False,False,False,False,False,False,Collectivité territoriale
15-57317,False,False,True,False,False,False,
15-57320,False,False,True,False,False,False,
15-57323,False,False,True,False,False,False,
15-57330,False,False,False,False,True,False,
15-57332,False,False,True,False,False,False,
15-57333,False,False,True,False,False,False,
15-57337,False,False,True,False,False,False,
15-57341,False,False,True,False,False,False,
15-57342,False,False,True,False,False,False,
15-43284,False,False,True,False,False,False,
15-57349,False,False,False,False,False,False,
15-57352,False,False,False,False,False,False,
15-57357,False,False,True,False,False,False,
15-57359,False,False,True,False,False,False,
15-57360,False,False,False,False,False,False,
15-57362,True,False,False,False,False,False,
15-57365,False,False,True,False,False,False,
15-57366,False,False,True,False,False,False,
15-57372,False,False,True,False,False,False,
15-57374,False,False,False,False,False,False,
15-57382,False,False,False,False,False,False,
15-57383,False,False,True,False,False,False,
15-57387,False,False,False,False,False,False,
15-57390,False,False,False,False,True,False,
15-57391,False,False,False,False,True,False,
15-57393,False,False,True,False,False,False,
15-57396,False,False,False,False,True,False,
15-57397,False,False,False,False,False,False,
15-57401,False,False,True,False,False,False,
15-57404,False,False,False,False,True,False,
15-57406,False,False,True,False,False,False,
15-57408,False,False,True,False,False,False,
15-57412,False,False,False,False,True,False,
15-57413,False,False,False,False,True,False,
15-57415,False,False,True,False,False,False,
15-57419,True,False,False,False,False,False,
15-57420,False,False,False,False,True,False,
15-57421,True,False,False,False,False,False,
15-57423,False,False,False,False,False,False,collectivite territoriale
15-38297,False,False,False,False,True,False,
15-57426,False,False,False,False,True,False,
15-57430,True,False,False,False,False,False,
15-57434,False,False,False,False,False,False,EPIC
15-57438,False,False,False,False,False,False,
15-57440,False,False,True,False,False,False,
15-57444,False,False,False,False,True,False,
15-57446,False,False,True,False,False,False,
15-57447,True,False,False,False,False,False,
15-57448,False,False,True,False,False,False,
15-57453,False,False,True,False,False,False,
15-57460,False,False,False,False,True,False,
15-57463,False,False,False,False,True,False,
15-57466,True,False,False,False,False,False,
15-57474,False,False,False,False,True,False,
15-57476,False,False,True,False,False,False,
15-57477,False,False,False,False,False,False,Etablissement Public de Santé
15-57478,False,False,True,False,False,False,
15-57479,False,False,False,False,True,False,
15-57488,False,False,False,False,True,False,
15-57490,True,False,False,False,False,False,
15-57492,False,False,False,False,True,False,
15-57493,False,False,False,False,False,False,
15-57495,False,False,True,False,False,False,
15-57497,False,False,False,False,False,False,
15-57499,False,False,True,False,False,False,
15-57500,False,False,False,False,True,False,
15-57502,False,False,False,False,True,False,
15-57503,False,False,False,False,True,False,
15-57506,False,False,True,False,False,False,
15-57508,False,False,False,False,False,False,
15-57509,False,False,False,False,True,False,
15-57517,False,False,True,False,False,False,
15-57518,False,False,False,False,False,False,Collectivité territoriale
15-57524,True,False,False,False,False,False,
15-57529,False,False,False,False,True,False,
15-57537,False,False,True,False,False,False,
15-57548,False,False,False,False,True,False,
15-57552,False,False,False,False,False,False,
15-57553,False,False,False,False,False,False,
15-57556,False,False,True,False,False,False,
15-57558,True,False,False,False,False,False,
15-57561,False,False,True,False,False,False,
15-57570,False,False,False,False,False,False,
15-77898,False,False,True,False,False,False,
15-57572,False,False,False,False,True,False,
15-57575,False,False,True,False,False,False,
15-57577,False,False,False,False,True,False,
15-57578,False,False,False,False,True,False,
15-57579,False,False,True,False,False,False,
15-57580,False,False,True,False,False,False,
15-57581,False,False,False,False,True,False,
15-57583,False,False,True,False,False,False,
15-57585,False,False,True,False,False,False,
15-57587,False,False,True,False,False,False,
15-77526,False,False,False,False,True,False,
15-57596,False,False,False,False,True,False,
15-57597,False,False,True,False,False,False,
15-57603,False,False,False,False,True,False,
15-57606,False,False,True,False,False,False,
15-57611,False,False,True,False,False,False,
15-57613,False,False,False,False,False,False,
15-57615,True,False,False,False,False,False,
15-57617,False,False,False,False,False,False,
15-57624,False,False,False,False,False,False,
15-57625,False,False,False,False,False,False,
15-57627,False,False,False,False,False,False,
15-57628,False,False,True,False,False,False,
15-57632,False,False,True,False,False,False,
15-57635,True,False,False,False,False,False,
15-57637,False,False,True,False,False,False,
15-57642,False,False,True,False,False,False,
15-57643,False,False,True,False,False,False,
15-57644,False,False,False,False,True,False,
15-57645,True,False,False,False,False,False,
15-57646,False,False,False,False,True,False,
15-57647,False,False,True,False,False,False,
15-57649,False,False,False,False,False,False,
15-57652,False,False,False,False,False,False,
15-57654,False,False,True,False,False,False,
15-57657,False,False,False,False,True,False,
15-57658,False,False,True,False,False,False,
15-57661,False,False,False,False,True,False,
15-57662,False,False,False,False,False,False,
15-57667,False,False,True,False,False,False,
15-39034,True,False,False,False,False,False,
15-57673,False,False,True,False,False,False,
15-57675,True,False,False,False,False,False,
15-57682,False,False,False,True,False,False,
15-57684,False,False,False,False,False,False,
15-57686,False,False,False,False,False,False,
15-57688,False,False,False,False,False,False,
15-57695,False,False,False,False,True,False,
15-57701,False,False,False,False,False,False,
15-57703,False,False,True,False,False,False,
15-57708,False,False,True,False,False,False,
15-57714,False,False,False,False,False,False,
15-57715,False,False,False,False,True,False,
15-57716,False,False,False,False,False,False,
15-57717,False,False,False,False,False,False,
15-57720,False,False,True,False,False,False,
15-57721,False,False,False,False,True,False,
15-57726,False,False,True,False,False,False,
15-57729,False,False,False,False,True,False,
15-57730,False,False,True,False,False,False,
15-57731,True,False,False,False,False,False,
15-57733,False,False,True,False,False,False,
15-57734,False,False,True,False,False,False,
15-57737,True,False,False,False,False,False,
15-57738,False,False,False,False,False,False,Collectivité territoriale
15-57740,False,False,False,False,False,False,
15-57743,False,False,False,False,True,False,
15-57746,True,False,False,False,False,False,
15-57748,False,False,False,False,False,False,
15-57750,False,False,True,False,False,False,
15-57751,False,False,True,False,False,False,
15-30667,False,False,False,False,True,False,
15-39424,False,True,False,False,False,False,
15-57774,False,False,True,False,False,False,
15-32558,False,False,True,False,False,False,
15-39642,False,False,False,False,True,False,
15-57783,False,False,False,True,False,False,
15-57784,False,False,True,False,False,False,
15-57785,True,False,False,False,False,False,
15-57787,False,False,False,False,True,False,
15-57794,False,False,False,False,True,False,
15-57799,False,False,True,False,False,False,
15-57800,False,False,True,False,False,False,
15-57802,False,False,False,False,True,False,
15-57807,False,False,True,False,False,False,
15-57808,False,False,True,False,False,False,
15-57809,False,False,True,False,False,False,
15-57814,False,False,True,False,False,False,
15-57815,False,False,True,False,False,False,
15-78594,False,False,True,False,False,False,
15-57821,False,False,True,False,False,False,
15-57825,False,False,True,False,False,False,
15-57836,False,False,False,False,False,False,
15-57855,False,False,True,False,False,False,
15-57859,False,False,True,False,False,False,
15-57862,False,False,False,False,False,False,
15-57868,False,False,False,False,False,False,
15-57871,True,False,False,False,False,False,
15-57878,True,False,False,False,False,False,
15-57881,False,False,True,False,False,False,
15-57882,False,False,False,False,True,False,
15-57884,False,False,False,False,True,False,
15-57886,False,False,True,False,False,False,
15-57888,False,False,False,False,False,False,
15-39035,False,False,False,False,True,False,
15-40000,False,False,True,False,False,False,
15-57894,False,False,True,False,False,False,
15-57896,False,False,True,False,False,False,
15-57903,False,False,True,False,False,False,
15-57909,False,False,False,False,False,False,
15-57910,False,False,True,False,False,False,
15-57913,False,False,True,False,False,False,
15-57916,False,False,True,False,False,False,
15-57929,False,False,False,False,False,False,
15-57935,False,False,True,False,False,False,
15-57943,False,False,False,False,False,False,
18-182030,False,False,False,False,False,False,Etablissement public de santé
15-57947,False,False,False,False,True,False,
15-57952,False,False,False,False,False,False,
15-57955,False,False,True,False,False,False,
15-57956,False,False,True,False,False,False,
15-57964,False,False,False,False,True,False,
15-57966,False,False,True,False,False,False,
15-57967,False,False,False,False,True,False,
15-57969,False,False,True,False,False,False,
15-57970,False,False,True,False,False,False,
15-57979,False,False,False,False,True,False,
15-57991,True,False,False,False,False,False,
15-57992,False,False,True,False,False,False,
15-57998,False,False,False,False,False,False,
15-58001,False,False,True,False,False,False,
15-80460,False,False,False,False,True,False,
15-58025,False,False,True,False,False,False,
15-39341,False,False,True,False,False,False,
15-58028,False,False,True,False,False,False,
15-58033,False,False,False,False,False,False,
15-58035,False,False,False,False,True,False,
15-58039,False,False,True,False,False,False,
15-58049,False,False,False,False,False,False,
15-58051,False,False,True,False,False,False,
15-58054,False,False,False,False,False,False,
15-58057,False,False,True,False,False,False,
15-58058,False,False,True,False,False,False,
15-58060,False,False,False,False,True,False,
15-58061,False,False,False,False,True,False,
15-58064,False,False,False,False,True,False,
15-58070,False,False,False,False,False,False,
15-58078,False,False,True,False,False,False,
15-58081,False,False,True,False,False,False,
15-58090,False,False,True,False,False,False,
15-58097,False,False,True,False,False,False,
15-58102,True,False,False,False,False,False,
15-58107,False,False,True,False,False,False,
15-58110,False,False,True,False,False,False,
15-58114,False,False,True,False,False,False,
15-58120,False,False,False,False,False,False,Communauté de Communes
15-58130,False,False,True,False,False,False,
15-58132,False,False,True,False,False,False,
15-58138,False,False,False,False,True,False,
15-58143,False,False,False,False,True,False,
15-58154,False,False,False,False,False,False,
15-58160,False,False,False,False,False,False,
15-58164,False,False,False,False,True,False,
15-58165,True,False,False,False,False,False,
15-58166,False,False,True,False,False,False,
15-58167,False,False,True,False,False,False,
15-58168,False,False,True,False,False,False,
15-58177,True,False,False,False,False,False,
15-58179,False,False,True,False,False,False,
15-58180,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale (EPCI)
15-58182,False,False,True,False,False,False,
15-58184,False,False,False,False,True,False,
15-58185,False,False,False,False,False,False,
15-58187,False,False,False,False,False,False,
15-58188,False,False,True,False,False,False,
15-58189,False,False,True,False,False,False,
15-58193,False,False,False,False,True,False,
15-58195,False,False,False,False,False,False,
15-58196,True,False,False,False,False,False,
15-58202,False,False,False,False,True,False,
15-58205,False,False,True,False,False,False,
15-58206,False,False,True,False,False,False,
15-58214,False,False,False,False,False,False,
15-58216,False,False,False,False,True,False,
15-58220,False,False,True,False,False,False,
15-58221,False,False,True,False,False,False,
15-58224,False,False,True,False,False,False,
15-58227,False,False,True,False,False,False,
15-58231,False,False,False,False,True,False,
15-58233,False,False,True,False,False,False,
15-58236,False,False,False,False,True,False,
15-58237,True,False,False,False,False,False,
15-58251,False,False,True,False,False,False,
15-58252,False,False,True,False,False,False,
15-58253,False,False,False,False,False,False,
15-58261,False,False,True,False,False,False,
15-58264,True,False,False,False,False,False,
15-58265,False,False,True,False,False,False,
15-58280,False,False,True,False,False,False,
15-58281,False,False,False,False,False,False,
15-58286,True,False,False,False,False,False,
15-58288,False,False,False,False,False,False,EPCI
15-80811,False,False,False,False,True,False,
15-58299,True,False,False,False,False,False,
15-58301,False,False,True,False,False,False,
15-58302,False,False,True,False,False,False,
15-58315,False,False,False,False,False,False,
15-58316,False,False,True,False,False,False,
15-58323,False,False,False,False,False,False,
19-363,False,False,False,False,True,False,
15-77547,False,False,False,False,False,False,etablissement public local
15-58336,False,False,True,False,False,False,
15-58338,False,False,True,False,False,False,
15-58339,False,False,False,False,False,False,
15-58340,False,False,True,False,False,False,
15-58344,False,False,True,False,False,False,
15-58352,False,False,True,False,False,False,
15-58355,False,False,True,False,False,False,
15-58360,False,False,False,False,True,False,
15-78735,False,False,False,False,False,False,
15-58366,True,False,False,False,False,False,
15-58379,False,False,True,False,False,False,
15-58383,False,False,False,False,True,False,
15-58386,False,False,False,False,False,False,
15-58387,False,False,True,False,False,False,
15-58397,False,False,True,False,False,False,
15-58399,False,False,True,False,False,False,
15-58400,False,False,True,False,False,False,
15-58402,False,False,True,False,False,False,
15-58405,False,False,False,False,True,False,
15-58406,False,False,True,False,False,False,
15-58413,False,False,False,False,False,False,
15-58419,False,False,False,False,False,False,Office Public de l'Habitat
15-58438,False,False,True,False,False,False,
15-58439,False,False,True,False,False,False,
15-58446,False,False,True,False,False,False,
15-58448,False,False,True,False,False,False,
15-58452,False,False,True,False,False,False,
