BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
10-68206,False,False,True,False,False,False,
12-44606,False,False,False,False,False,False,Etablissement de santé
13-31936,False,False,False,False,False,False,
13-36184,False,False,False,False,True,False,
14-159186,False,False,True,False,False,False,
14-28286,False,False,False,False,True,False,
14-64500,False,False,True,False,False,False,
15-100109,False,False,False,False,True,False,
15-100669,False,False,True,False,False,False,
15-100698,False,False,True,False,False,False,
15-101379,False,False,True,False,False,False,
15-103235,False,False,False,False,False,False,Organisme Immobilier
15-103779,False,False,True,False,False,False,
15-103792,False,False,True,False,False,False,
15-103921,False,False,True,False,False,False,
15-104647,True,False,False,False,False,False,
15-160340,False,False,True,False,False,False,
15-105887,False,False,True,False,False,False,
15-106003,True,False,False,False,False,False,
15-107620,False,False,False,False,True,False,
15-107710,False,False,False,False,True,False,
15-108205,True,False,False,False,False,False,
15-108248,False,True,False,False,False,False,
15-109327,False,False,False,False,False,False, Société Publique Locale
15-109561,False,False,True,False,False,False,
15-109605,True,False,False,False,False,False,
15-110050,False,False,False,False,True,False,
15-110209,False,False,False,False,False,False,Collectivité Territoriale
15-110880,False,False,True,False,False,False,
15-110883,False,True,False,False,False,False,
15-111017,False,False,True,False,False,False,
15-111114,False,False,True,False,False,False,
15-111132,False,False,True,False,False,False,
15-111867,False,False,True,False,False,False,
15-112825,False,False,False,False,True,False,
15-113352,False,False,True,False,False,False,
15-113557,False,False,False,False,False,False,organisme de droit privé de la Mutualité Sociale Agricole
15-113633,False,False,False,False,True,False,
15-113702,False,False,False,False,True,False,
15-113807,False,False,True,False,False,False,
15-114246,False,False,False,False,False,False,
15-114295,False,False,True,False,False,False,
15-114653,False,False,True,False,False,False,
15-114865,False,False,True,False,False,False,
15-114949,True,False,False,False,False,False,
15-115564,False,False,True,False,False,False,
15-116467,True,False,False,False,False,False,
15-116493,False,False,True,False,False,False,
15-116573,False,False,False,False,False,False,Syndicat Mixte
15-116602,False,False,False,False,False,False,Syndicat
15-116673,False,False,False,False,True,False,
15-117468,False,False,False,False,False,False,Filiale d'un EPIC
15-117507,False,False,True,False,False,False,
15-117562,False,False,False,False,False,False,Organisme de droit privé de la MSA
15-118187,False,False,False,False,True,False,
15-118193,False,False,False,False,True,False,
15-118914,False,False,False,False,True,False,
15-119140,False,False,False,False,False,True,
15-119683,False,False,True,False,False,False,
15-119750,False,False,False,False,False,False,Etablissement public Territorial
15-119868,True,False,False,False,False,False,
15-120055,False,False,False,False,False,False,
15-120102,False,False,True,False,False,False,
15-120118,False,False,True,False,False,False,
15-120692,False,False,False,False,False,False,Société d'économie mixte
15-120767,False,False,False,False,False,False,Etablissement public territorial - Etablissement Public de Coopération Intercommunale.
15-120874,False,False,True,False,False,False,
15-121048,False,False,False,False,False,False,
15-121113,False,False,True,False,False,False,
15-121161,False,False,True,False,False,False,
15-121191,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale
15-121311,True,False,False,False,False,False,
15-121316,True,False,False,False,False,False,
15-121370,False,False,True,False,False,False,
15-121813,False,False,True,False,False,False,
15-121978,False,False,True,False,False,False,
15-122047,False,False,True,False,False,False,
15-122161,False,False,False,False,True,False,
15-122188,False,False,False,False,False,False,Etablissement public territorial - Etablissement Public de Coopération Intercommunale.
15-122209,False,False,False,False,True,False,
15-122235,False,False,False,False,False,False,
15-122407,False,False,False,False,False,False,
15-122546,False,False,False,False,False,False,Etablissement public local.
15-122596,False,False,False,False,True,False,
15-122631,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale.
15-122642,False,False,False,False,True,False,
15-122664,False,False,False,False,True,False,
15-122712,False,False,True,False,False,False,
15-122847,False,False,True,False,False,False,
15-122869,False,False,False,False,False,False,Institution Nationale Publique
15-122871,True,False,False,False,False,False,
15-122940,False,False,False,False,False,False,Etablissement Public Territorial - Etablissement Public de Coopération Intercommunale
15-123121,False,False,True,False,False,False,
15-123291,False,False,True,False,False,False,
15-123471,False,False,True,False,False,False,
15-123502,False,False,False,False,True,False,
15-123605,False,False,False,False,True,False,
15-123664,False,False,True,False,False,False,
15-123814,False,False,True,False,False,False,
15-123883,False,False,False,False,True,False,
15-124044,True,False,False,False,False,False,
15-124068,False,False,False,False,False,False,
15-124528,False,False,True,False,False,False,
15-124613,False,False,True,False,False,False,
15-124616,True,False,False,False,False,False,
15-125039,False,False,False,False,False,False,
15-125108,False,False,True,False,False,False,
15-125149,False,False,False,False,True,False,
15-125242,False,False,True,False,False,False,
15-125284,False,False,True,False,False,False,
15-125364,False,False,True,False,False,False,
15-125479,False,False,False,False,True,False,
15-125609,False,False,True,False,False,False,
15-125622,False,False,True,False,False,False,
15-125685,False,False,True,False,False,False,
15-125730,False,False,False,False,False,False,société anonyme d'habitation à loyer modéré
15-125854,False,False,False,False,True,False,
15-125912,False,False,True,False,False,False,
15-126250,False,False,True,False,False,False,
15-126354,False,False,True,False,False,False,
15-126523,False,False,True,False,False,False,
15-126632,False,False,True,False,False,False,
15-151189,True,False,False,False,False,False,
15-126946,False,False,False,False,False,False,SEM
15-127126,False,False,True,False,False,False,
15-127137,False,False,True,False,False,False,
15-127148,False,False,False,False,True,False,
15-127157,False,False,False,False,False,False,
15-127173,False,False,False,False,True,False,
15-127265,False,False,False,False,False,False,établissement public de coopération intercommunale
15-127291,False,False,False,False,True,False,
15-127469,False,False,False,False,True,False,
15-158964,False,False,False,False,False,False,
15-127658,False,False,True,False,False,False,
15-127709,False,False,True,False,False,False,
15-127760,False,False,True,False,False,False,
15-127863,False,False,True,False,False,False,
15-127948,False,False,True,False,False,False,
15-127952,False,False,False,False,False,False,
15-128070,False,False,False,False,False,False,collectivité territoriale
15-128109,True,False,False,False,False,False,
15-128339,False,False,True,False,False,False,
15-128359,False,False,True,False,False,False,
15-128367,False,False,False,False,True,False,
15-128368,False,False,True,False,False,False,
15-128534,False,False,True,False,False,False,
15-128709,False,False,True,False,False,False,
15-128794,False,False,True,False,False,False,
15-128853,False,False,False,False,False,False,SAEM
15-129065,True,False,False,False,False,False,
15-129070,False,False,False,False,False,False,
15-129114,False,False,False,False,True,False,
15-129188,False,False,False,False,True,False,
15-129195,False,False,False,False,True,False,
15-129231,False,False,True,False,False,False,
15-129338,False,False,True,False,False,False,
15-129355,False,False,False,False,False,False,Centrale d'achat public au sens des articles 9 et 31 du code des marchés publics
15-129387,False,False,False,False,False,False,collectivité territoriale
15-129407,True,False,False,False,False,False,
15-129417,False,False,False,False,False,False,
15-129460,False,False,True,False,False,False,
15-129461,False,False,True,False,False,False,
15-129475,False,False,False,False,True,False,
15-129486,False,False,False,False,False,False,Centrale d'achat public au sens des articles 9 et 31 du code des marchés publics
15-129508,False,False,False,False,True,False,
